temp,hum_air,hum_soil,hour,target_action
17.85,89.05,51.97,5,0
28.4,28.56,41.57,14,0
31.4,81.73,23.67,14,1
21.87,29.63,61.47,23,0
21.47,48.15,45.24,23,0
13.81,26.56,63.32,22,0
40.7,88.81,41.07,12,2
36.11,74.48,54.81,12,2
34.78,50.84,54.35,13,2
12.65,51.42,27.23,1,0
30.73,69.79,62.95,15,0
17.42,31.28,9.25,21,0
31.85,35.15,51.82,16,0
30.63,84.31,63.04,10,0
37.56,39.16,27.32,13,2
19.66,75.87,44.94,0,0
12.82,40.81,40.05,5,0
39.42,31.17,51.41,11,2
39.26,88.0,57.37,11,2
25.68,88.12,42.37,8,0
14.34,67.37,54.51,20,0
26.94,57.34,25.8,8,1
27.72,63.69,21.03,9,1
36.65,53.57,32.55,13,2
33.51,78.0,46.63,14,2
14.12,77.82,18.67,23,0
33.16,82.33,46.78,14,2
16.07,61.6,30.46,5,0
14.68,81.09,53.35,3,0
23.96,35.9,10.1,19,0
14.32,27.11,46.08,23,0
36.88,70.36,45.04,14,2
25.89,32.38,61.63,18,0
29.61,63.55,48.66,14,0
29.31,75.48,53.39,10,0
41.34,53.5,59.56,12,2
39.47,28.07,46.48,12,2
37.47,87.1,24.54,11,2
23.5,28.03,57.58,17,0
16.35,88.33,50.61,2,0
29.76,28.68,32.19,9,1
25.21,76.46,48.5,17,0
18.77,89.74,57.46,21,0
14.93,88.49,63.61,22,0
25.08,87.54,62.28,19,0
31.53,86.82,26.54,14,1
30.76,60.73,32.04,10,1
35.22,64.04,14.24,11,2
26.0,68.38,22.11,19,0
21.65,87.72,58.3,23,0
28.16,83.67,28.57,12,1
41.25,79.81,43.37,12,2
13.35,72.3,45.96,23,0
27.86,68.29,52.56,18,0
21.88,89.57,18.42,22,0
15.16,38.49,25.37,20,0
25.04,38.49,33.56,19,0
31.23,93.77,28.8,16,1
27.84,63.72,64.03,17,0
12.88,58.84,55.59,21,0
29.37,84.54,35.34,10,0
18.96,84.48,58.12,20,0
22.24,37.36,27.82,16,1
21.37,37.15,52.79,1,0
37.76,80.67,20.75,12,2
13.43,79.99,52.02,20,0
22.44,40.76,34.02,8,1
23.84,83.91,14.13,19,0
30.57,58.6,23.58,15,1
35.67,57.9,30.93,11,2
33.83,94.0,50.71,12,2
34.58,61.35,12.16,14,2
17.77,34.59,45.59,23,0
39.35,44.61,48.81,11,2
24.42,48.36,45.27,16,0
12.33,92.09,51.36,3,0
32.04,43.48,18.16,13,2
30.12,55.13,41.46,12,0
15.78,77.47,61.65,5,0
40.8,44.19,42.81,14,2
28.85,74.11,42.85,13,0
26.08,39.53,49.98,6,0
23.94,41.98,26.99,9,1
18.3,94.04,47.93,21,0
40.58,50.83,60.23,13,2
33.06,76.08,8.62,14,2
29.03,83.8,57.6,14,0
30.94,49.28,20.46,14,1
37.21,50.0,33.99,12,2
31.07,79.12,56.58,10,0
15.44,67.49,54.96,4,0
32.92,50.32,58.84,11,2
28.95,77.47,61.6,15,0
40.99,85.46,33.49,11,2
34.01,41.45,45.41,11,2
22.32,26.7,30.26,7,1
16.06,44.19,27.99,3,0
26.47,72.21,32.6,19,0
32.38,89.07,50.36,13,2
17.32,85.41,36.58,1,0
31.48,40.55,54.4,14,0
36.77,86.67,50.48,12,2
16.71,81.75,9.17,5,0
33.17,76.41,43.92,11,2
14.05,73.18,32.88,0,0
12.24,81.5,34.03,20,0
12.98,85.32,54.65,2,0
30.95,82.34,39.21,11,0
41.2,33.53,58.48,13,2
35.14,75.55,48.63,11,2
19.63,83.89,39.51,1,0
14.15,38.0,51.01,21,0
30.5,39.97,10.19,16,1
12.1,80.02,9.54,0,0
35.78,49.08,12.75,13,2
19.29,52.98,32.94,3,0
20.98,51.4,21.42,20,0
22.32,39.9,64.1,18,0
34.91,90.72,38.91,11,2
19.97,81.41,45.76,4,0
20.53,42.54,23.89,2,0
28.23,32.43,26.34,9,1
25.89,51.08,27.12,7,1
40.67,54.07,47.83,11,2
19.9,25.5,35.0,5,0
14.76,87.1,37.51,23,0
28.23,84.59,41.74,13,0
17.54,84.51,51.82,21,0
24.41,81.41,13.15,18,0
17.62,76.32,52.28,22,0
38.43,69.42,40.1,11,2
21.82,92.22,46.14,23,0
35.25,74.82,26.67,11,2
40.46,69.12,31.34,14,2
40.22,80.22,21.18,13,2
27.74,42.24,63.82,6,0
41.5,92.7,36.33,12,2
31.68,26.34,64.78,10,0
15.85,70.39,35.92,21,0
38.65,30.4,20.53,11,2
26.06,84.73,36.92,19,0
16.58,92.73,10.26,22,0
35.74,53.6,59.57,14,2
30.73,85.0,54.66,11,0
38.46,48.5,49.37,14,2
36.82,36.16,42.76,12,2
21.6,44.37,41.05,22,0
19.69,46.13,64.81,20,0
34.01,69.15,23.85,11,2
29.2,80.73,52.44,9,0
14.1,39.37,41.14,23,0
17.45,31.17,63.63,2,0
16.54,40.52,55.18,20,0
29.69,45.76,64.92,10,0
14.57,44.59,41.53,23,0
18.23,40.4,19.66,21,0
28.36,57.62,36.71,10,0
15.99,84.92,48.53,1,0
19.45,32.02,52.14,20,0
39.2,85.34,8.03,13,2
32.91,59.79,36.79,14,2
21.21,71.23,21.41,3,0
38.32,82.08,57.87,13,2
19.51,46.3,16.72,23,0
29.67,91.8,45.99,13,0
23.05,30.86,23.17,17,1
34.56,61.94,28.32,13,2
23.15,42.84,61.61,8,0
19.47,53.56,21.71,0,0
30.23,56.42,13.42,12,1
34.36,89.02,11.95,14,2
28.09,55.91,36.76,13,0
33.49,73.86,44.58,13,2
24.66,91.62,26.66,8,1
35.86,59.62,47.34,11,2
29.55,53.58,11.48,11,1
17.89,93.11,56.87,21,0
38.72,82.94,54.54,14,2
37.1,90.78,64.17,12,2
40.92,52.81,61.38,14,2
29.07,73.74,28.3,14,1
32.27,42.47,30.76,12,2
37.91,85.61,50.52,13,2
13.58,90.32,15.64,1,0
39.37,43.75,25.9,13,2
20.13,32.35,14.76,20,0
13.71,39.05,33.93,0,0
19.13,69.3,39.46,22,0
29.59,44.05,20.04,10,1
13.44,69.7,9.52,20,0
12.02,49.51,49.0,21,0
31.18,89.18,9.14,13,1
25.6,56.68,63.48,8,0
37.33,59.83,20.63,13,2
19.73,49.36,45.84,3,0
20.42,30.11,32.78,0,0
14.33,59.55,11.4,22,0
28.16,79.21,34.91,10,1
22.98,91.71,37.46,19,0
22.19,30.36,56.72,9,0
25.73,80.82,49.74,6,0
37.49,43.69,12.52,14,2
15.16,82.6,19.92,4,0
27.71,48.94,25.78,8,1
17.89,33.01,14.64,23,0
18.37,67.84,34.04,1,0
19.7,87.57,64.11,21,0
25.78,37.71,37.33,7,0
26.83,26.53,50.29,6,0
38.15,86.87,46.93,12,2
38.76,73.85,56.44,14,2
29.6,81.61,20.3,9,1
20.44,29.19,50.97,3,0
36.55,87.33,58.24,12,2
35.79,54.34,17.78,11,2
35.94,87.83,27.77,11,2
12.49,29.54,63.3,4,0
34.62,86.94,52.5,12,2
37.58,72.14,24.11,11,2
30.15,63.8,40.14,14,0
34.54,29.32,31.05,14,2
35.29,73.19,35.93,12,2
27.2,66.84,28.24,7,1
36.41,75.84,23.92,12,2
35.77,75.17,46.46,12,2
39.48,56.06,52.38,12,2
39.64,39.33,57.82,13,2
27.89,89.33,16.85,7,1
12.94,89.79,54.9,5,0
12.57,39.84,22.52,23,0
40.17,69.15,32.36,14,2
22.12,39.2,59.38,17,0
23.33,85.29,33.91,19,0
26.1,31.87,19.23,9,1
19.97,94.31,17.11,20,0
29.71,67.76,34.96,15,1
35.54,26.6,51.47,11,2
19.72,86.73,64.84,21,0
34.29,72.91,52.88,14,2
32.16,73.81,57.99,12,2
27.77,44.25,50.63,6,0
21.76,48.58,59.04,22,0
38.18,89.01,12.35,12,2
24.08,69.45,61.01,16,0
23.24,26.19,30.6,9,1
31.24,47.92,60.53,11,0
39.61,66.9,12.32,12,2
27.24,35.36,48.77,8,0
33.68,31.88,49.93,14,2
25.71,29.16,64.82,19,0
18.56,69.14,51.82,22,0
15.72,47.44,29.81,0,0
16.09,51.16,39.76,21,0
12.64,29.2,28.89,4,0
28.59,76.66,19.17,16,1
15.93,78.67,22.16,0,0
37.97,83.06,20.65,11,2
41.49,70.62,39.28,14,2
26.88,79.13,59.65,6,0
25.49,65.41,60.03,9,0
22.44,59.41,11.12,8,1
31.14,43.19,12.55,16,1
30.24,28.74,21.97,11,1
22.3,45.43,22.54,6,1
22.29,72.85,13.41,17,1
31.34,89.88,30.14,14,1
28.64,42.93,41.5,14,0
33.56,71.89,40.96,13,2
40.24,58.48,38.98,11,2
35.39,68.93,27.3,11,2
21.13,25.11,48.27,20,0
34.77,33.59,55.11,13,2
25.5,40.19,27.74,18,0
35.33,87.54,12.88,14,2
38.6,27.84,24.89,12,2
19.5,64.87,15.83,21,0
19.16,90.0,34.64,22,0
24.98,70.64,16.89,8,1
13.55,58.91,34.38,4,0
32.57,52.02,20.6,14,2
34.49,68.69,50.11,12,2
22.36,58.63,9.57,17,1
25.96,74.38,39.62,18,0
29.71,68.24,17.66,16,1
14.21,64.72,8.06,22,0
33.34,91.98,57.54,14,2
27.8,83.5,46.28,17,0
30.73,67.62,13.64,15,1
33.71,62.71,45.85,12,2
32.27,75.68,42.86,14,2
14.86,81.27,34.98,4,0
35.48,45.67,31.9,12,2
30.3,71.69,58.56,14,0
33.45,34.46,21.97,12,2
19.85,55.13,30.7,20,0
18.64,90.69,26.76,21,0
36.78,47.84,51.96,11,2
23.71,35.8,60.24,6,0
29.26,35.23,56.44,10,0
28.55,52.56,53.47,16,0
29.56,40.76,64.25,14,0
14.09,54.88,47.74,22,0
21.07,75.32,50.81,21,0
13.99,87.17,64.02,4,0
26.4,32.71,8.4,8,1
39.06,78.79,44.14,12,2
23.68,32.24,50.12,8,0
35.47,51.56,60.32,14,2
20.62,94.76,58.38,23,0
37.69,29.81,55.99,12,2
24.59,26.6,61.91,8,0
22.66,48.36,38.63,6,0
32.92,91.58,8.39,14,2
27.38,26.4,8.63,17,1
22.12,40.59,39.04,9,0
13.74,67.22,32.81,3,0
17.0,41.36,33.72,5,0
35.17,28.77,30.82,12,2
39.62,28.67,60.31,11,2
17.07,64.14,28.47,20,0
29.08,64.33,56.8,16,0
13.03,74.45,59.46,2,0
20.73,34.22,36.47,3,0
25.46,59.99,33.48,6,1
34.08,67.07,51.38,14,2
13.32,40.57,48.35,20,0
35.44,63.31,26.73,13,2
18.08,74.58,13.85,2,0
34.79,94.36,23.1,13,2
30.76,66.75,15.47,16,1
22.19,85.28,24.8,8,1
33.71,83.36,22.92,11,2
19.09,90.82,44.35,3,0
18.59,75.61,62.41,2,0
13.85,39.92,47.09,2,0
23.79,45.87,60.82,7,0
14.93,79.93,52.7,4,0
24.59,61.46,49.49,8,0
12.29,42.59,31.6,20,0
16.65,70.97,26.51,21,0
39.97,88.46,56.24,13,2
35.87,50.04,59.61,14,2
19.08,66.74,33.76,3,0
33.55,65.71,8.52,12,2
32.05,33.89,53.17,14,2
17.31,31.32,24.25,2,0
23.13,87.26,8.56,16,1
39.41,90.35,53.88,13,2
34.16,88.3,37.49,14,2
34.81,52.77,47.06,12,2
28.92,45.13,60.14,11,0
31.97,90.95,38.85,10,0
27.26,86.8,36.68,18,0
34.23,82.39,24.57,11,2
33.98,48.39,25.4,11,2
12.93,69.71,53.4,2,0
30.95,77.53,33.59,16,1
30.89,65.33,17.32,9,1
14.02,67.14,13.39,23,0
24.31,77.97,34.96,18,0
38.96,78.68,34.5,12,2
40.6,41.8,45.25,14,2
35.47,52.35,34.85,13,2
16.54,79.68,16.18,22,0
23.24,43.3,36.94,17,0
17.48,89.09,59.69,1,0
31.56,83.72,17.09,10,1
35.19,87.68,47.32,11,2
38.51,45.81,41.85,12,2
37.82,32.36,50.67,11,2
14.98,32.04,16.58,5,0
15.77,63.91,61.67,21,0
39.29,46.39,43.4,12,2
37.31,43.45,56.28,11,2
25.81,40.57,22.06,16,1
24.9,64.35,50.15,17,0
28.58,63.37,52.52,14,0
29.9,54.56,30.65,10,1
19.63,34.69,29.89,2,0
24.11,90.02,45.49,18,0
30.59,54.96,13.32,10,1
18.19,33.65,49.93,4,0
41.96,27.6,10.44,12,2
20.49,35.68,18.86,21,0
28.57,45.8,45.86,11,0
28.62,69.11,13.6,9,1
25.54,92.97,63.39,17,0
19.25,44.04,57.5,20,0
28.96,80.29,43.7,10,0
14.73,88.8,54.69,23,0
23.61,52.41,58.59,9,0
18.73,42.73,22.79,4,0
15.73,59.37,56.42,0,0
39.76,87.77,19.1,12,2
33.0,25.77,31.56,13,2
17.06,59.06,39.82,22,0
40.48,78.03,48.69,11,2
18.48,67.08,9.72,20,0
19.07,59.81,24.56,0,0
16.0,63.75,42.69,5,0
33.84,68.35,28.37,11,2
29.13,72.75,52.18,11,0
13.75,49.93,45.14,23,0
12.76,61.22,21.36,5,0
27.98,44.15,16.32,9,1
31.55,93.88,43.86,9,0
36.69,38.11,33.68,13,2
26.35,35.55,17.63,17,1
32.3,43.82,26.6,12,2
34.01,89.4,25.27,13,2
30.39,71.12,14.16,15,1
22.57,56.91,39.17,18,0
15.96,89.78,51.53,0,0
31.43,88.01,40.8,15,0
35.06,53.11,55.1,11,2
17.69,64.45,15.27,2,0
26.85,88.38,32.83,8,1
23.92,47.36,42.74,8,0
18.17,53.53,46.53,3,0
19.36,80.51,47.66,3,0
19.13,73.9,49.55,22,0
24.57,28.41,45.13,8,0
23.71,33.22,13.37,9,1
28.63,84.24,47.63,10,0
14.8,27.08,49.31,21,0
29.44,89.4,64.63,10,0
12.66,44.02,47.52,23,0
19.72,66.89,47.15,23,0
27.06,64.52,37.34,18,0
32.61,52.74,57.47,14,2
35.14,27.2,64.82,12,2
13.07,38.47,52.41,2,0
28.12,68.05,42.91,12,0
22.63,56.25,12.5,6,1
32.85,53.97,49.42,12,2
20.51,31.84,48.39,5,0
34.31,49.3,52.21,11,2
30.07,61.85,15.1,12,1
35.69,30.44,45.26,13,2
41.53,29.67,24.86,11,2
39.26,59.41,51.34,14,2
29.8,64.29,21.7,9,1
38.81,43.03,46.99,11,2
16.59,47.8,24.81,4,0
13.29,80.78,8.51,3,0
27.99,85.85,44.1,18,0
41.23,47.77,14.46,11,2
33.29,49.9,45.58,14,2
21.15,83.12,60.76,4,0
32.06,93.17,63.25,11,2
13.2,47.44,21.45,20,0
26.12,80.21,54.13,9,0
19.12,58.58,28.15,0,0
13.48,43.46,59.33,3,0
19.5,72.72,52.89,21,0
33.67,57.38,12.21,14,2
28.54,43.77,31.21,9,1
12.7,32.51,27.23,2,0
24.29,85.69,52.76,8,0
34.57,86.51,31.39,12,2
40.64,30.25,47.02,12,2
38.23,71.44,42.34,12,2
12.05,36.38,63.61,23,0
18.56,70.24,61.45,20,0
18.23,88.53,32.38,21,0
24.39,43.22,49.24,17,0
31.37,49.36,55.28,12,0
16.59,80.66,59.24,4,0
39.47,76.48,11.88,12,2
35.31,53.61,25.22,12,2
24.58,84.4,26.25,19,0
29.52,89.44,32.76,9,1
28.25,56.69,17.65,13,1
29.47,27.76,36.28,10,0
37.8,60.66,45.8,13,2
18.0,76.78,36.35,23,0
32.51,40.4,45.95,12,2
15.21,31.96,11.79,3,0
25.77,44.97,57.93,18,0
31.08,25.81,61.53,16,0
12.38,75.08,43.22,22,0
15.24,35.22,58.24,21,0
14.74,75.66,15.49,21,0
23.24,41.42,53.45,16,0
30.66,94.44,14.79,12,1
41.88,62.23,31.26,13,2
19.62,27.89,26.46,21,0
16.08,79.09,41.38,3,0
24.44,53.71,25.19,8,1
16.38,67.51,44.33,0,0
12.74,91.58,28.94,3,0
28.92,61.21,57.07,12,0
38.39,81.31,44.13,13,2
37.83,46.2,20.27,11,2
15.02,75.02,27.16,23,0
16.42,31.95,56.3,0,0
26.73,87.53,30.03,9,1
23.03,38.98,38.54,16,0
33.09,46.14,44.99,11,2
26.85,92.07,27.83,18,0
12.6,35.86,24.76,22,0
20.54,42.81,35.09,21,0
39.04,65.61,20.25,13,2
27.35,93.65,24.2,17,1
35.94,73.4,11.54,11,2
24.07,32.99,25.33,16,1
32.31,77.37,26.28,13,2
17.07,54.84,62.82,23,0
34.1,94.46,41.61,12,2
35.6,69.01,52.88,11,2
14.7,62.24,10.59,1,0
17.5,64.01,14.07,21,0
25.89,69.91,54.43,9,0
31.12,76.23,43.54,10,0
31.12,30.48,18.89,14,1
32.05,34.15,31.07,11,2
33.43,46.03,38.7,13,2
27.17,58.46,56.09,16,0
29.25,46.77,11.44,12,1
12.25,39.97,42.01,2,0
17.0,89.75,48.87,1,0
26.96,27.28,63.74,8,0
34.37,90.71,54.01,12,2
36.27,88.51,23.74,14,2
33.87,72.86,48.45,11,2
26.59,27.28,51.51,9,0
20.44,40.77,49.59,1,0
25.34,93.54,54.75,9,0
12.28,88.42,59.51,1,0
29.94,92.52,13.61,15,1
14.24,94.73,13.97,22,0
16.36,29.47,53.39,20,0
30.78,64.96,22.39,13,1
12.4,83.39,11.34,0,0
29.21,47.38,30.87,16,1
31.15,55.49,54.73,9,0
35.65,44.86,15.21,14,2
14.04,27.67,46.29,2,0
12.09,30.09,8.21,21,0
35.01,26.5,14.26,13,2
20.7,61.91,28.0,3,0
38.62,68.29,12.77,12,2
17.55,46.54,56.22,5,0
29.57,82.83,57.25,15,0
15.28,87.16,51.07,20,0
24.08,34.78,21.82,18,0
38.46,28.63,37.83,14,2
30.25,47.36,18.5,15,1
32.69,74.91,24.03,12,2
18.78,60.52,37.41,2,0
39.68,59.17,49.9,11,2
30.7,35.67,13.4,15,1
15.18,49.6,24.91,20,0
12.47,92.12,60.82,22,0
12.48,48.84,32.46,22,0
13.54,66.4,61.52,0,0
39.35,29.08,64.51,13,2
22.75,29.47,38.02,16,0
20.95,54.7,24.42,22,0
24.5,67.29,53.07,8,0
24.29,51.06,17.08,6,1
19.15,37.53,22.37,1,0
14.75,76.52,52.74,5,0
15.26,34.8,32.72,2,0
29.98,71.76,19.49,9,1
23.91,91.97,45.11,9,0
39.07,57.94,49.77,11,2
25.91,39.03,15.13,17,1
27.1,83.94,23.79,18,0
39.85,60.38,20.61,12,2
27.05,89.63,29.65,7,1
27.06,75.44,51.52,19,0
22.89,55.14,48.68,19,0
33.31,68.22,45.76,14,2
23.77,36.9,8.36,18,0
29.65,52.11,16.1,14,1
25.42,66.57,20.73,19,0
27.86,66.3,23.5,18,0
36.81,66.11,16.35,13,2
24.41,77.05,31.39,16,1
18.9,32.4,12.29,5,0
29.11,30.16,50.75,10,0
40.13,35.36,52.9,13,2
32.8,80.47,40.73,11,2
21.25,29.54,13.11,22,0
40.89,40.77,58.73,12,2
22.28,42.83,63.04,17,0
41.5,70.31,19.53,13,2
17.76,53.11,48.16,21,0
41.99,38.93,55.99,14,2
14.28,56.47,38.77,22,0
33.4,72.98,26.43,12,2
34.21,80.02,35.28,14,2
32.39,33.67,37.2,12,2
35.33,75.03,30.84,11,2
26.15,25.32,61.0,16,0
13.62,75.7,50.4,23,0
22.73,71.27,21.75,16,1
31.27,57.81,41.38,13,0
31.39,34.58,47.26,15,0
17.86,78.52,15.99,20,0
19.59,30.02,28.43,23,0
26.6,87.69,59.62,19,0
33.86,79.14,40.33,11,2
37.58,76.87,20.37,12,2
14.59,77.81,15.0,21,0
39.77,29.73,37.54,11,2
39.83,94.3,39.22,12,2
12.24,85.1,27.06,0,0
27.19,60.56,43.93,7,0
29.61,75.36,11.92,14,1
28.61,76.75,16.27,13,1
30.47,83.08,39.14,12,0
27.1,42.88,11.52,19,0
20.81,51.04,58.21,5,0
14.87,80.98,16.1,20,0
18.25,78.83,46.41,22,0
34.21,61.58,30.3,12,2
19.23,52.73,30.79,21,0
36.89,92.79,51.6,14,2
24.1,54.05,36.47,17,0
24.43,78.48,49.36,18,0
38.05,53.88,36.8,13,2
18.43,46.69,41.8,20,0
17.69,69.87,51.36,20,0
41.56,81.53,42.62,13,2
28.22,93.7,43.09,14,0
17.72,35.42,52.99,23,0
16.97,86.33,62.1,1,0
37.85,61.69,29.47,11,2
30.0,32.54,40.9,11,0
15.45,80.61,12.92,22,0
38.61,48.21,28.45,14,2
25.32,85.78,31.49,7,1
41.68,36.05,55.61,11,2
20.45,74.78,37.26,5,0
27.86,46.06,49.67,17,0
17.19,43.01,9.08,23,0
25.19,28.52,34.48,8,1
17.3,58.73,59.38,4,0
21.22,52.41,20.79,0,0
20.1,29.32,9.8,4,0
20.49,40.86,32.7,23,0
41.09,59.11,48.15,13,2
13.15,81.58,33.9,5,0
26.91,90.06,34.22,17,1
30.88,61.07,46.18,12,0
31.82,53.23,22.5,15,1
34.64,91.83,50.86,12,2
34.83,92.4,16.73,12,2
40.67,38.33,30.56,13,2
34.67,62.2,45.39,14,2
36.71,82.46,55.22,14,2
27.97,82.56,53.12,8,0
31.73,72.95,49.14,13,0
26.34,58.0,28.47,19,0
20.29,53.26,14.97,21,0
21.4,81.45,20.36,23,0
22.82,40.8,57.3,6,0
22.22,54.99,56.87,17,0
27.99,64.68,62.24,8,0
19.43,83.22,12.33,21,0
27.5,51.17,38.6,16,0
39.49,63.41,44.97,14,2
24.18,44.54,48.51,6,0
18.68,83.58,44.7,4,0
22.41,79.99,51.89,16,0
38.31,82.41,28.49,13,2
40.25,29.02,18.23,11,2
38.6,59.08,19.66,11,2
20.62,34.51,8.68,0,0
23.64,72.16,27.97,8,1
41.25,46.8,13.23,14,2
21.72,79.22,26.32,22,0
16.14,29.56,43.81,4,0
20.46,60.93,58.99,1,0
40.92,33.66,55.86,12,2
24.48,64.05,22.4,19,0
40.02,67.51,15.64,12,2
15.12,57.35,19.01,21,0
34.98,44.58,63.35,14,2
14.8,27.26,39.32,23,0
17.92,71.35,18.4,22,0
30.48,85.93,55.92,16,0
25.03,76.36,30.53,8,1
32.0,87.51,59.26,13,2
41.2,90.07,22.86,13,2
13.58,56.47,30.41,21,0
17.75,73.86,36.78,20,0
31.21,52.82,58.88,13,0
38.9,89.37,57.52,14,2
35.93,64.41,40.74,12,2
25.97,77.67,20.64,16,1
34.36,26.02,30.99,13,2
18.24,65.29,63.61,2,0
12.41,76.94,42.64,22,0
29.1,42.99,52.52,15,0
36.4,26.01,33.64,11,2
25.0,77.05,38.32,7,0
29.08,48.67,32.45,12,1
24.67,55.02,48.07,19,0
27.42,64.34,56.53,16,0
38.53,32.72,36.92,11,2
26.34,32.25,35.41,16,0
12.22,92.26,27.4,21,0
36.0,48.72,18.09,12,2
30.53,42.89,61.54,10,0
33.91,28.34,26.02,14,2
39.03,37.18,53.64,11,2
20.59,55.16,48.77,23,0
27.09,48.95,53.08,18,0
30.07,54.72,61.4,15,0
22.36,74.27,43.53,9,0
37.38,69.93,59.18,14,2
32.93,59.52,17.56,11,2
34.0,82.04,43.72,13,2
36.24,85.01,52.02,12,2
19.74,66.36,23.48,20,0
34.37,33.23,50.22,14,2
35.21,53.43,52.37,12,2
37.27,69.41,55.38,11,2
26.66,29.4,25.83,6,1
27.13,26.39,46.85,18,0
14.95,91.38,25.34,23,0
37.56,76.1,50.13,14,2
28.0,35.72,34.39,17,1
29.83,56.16,42.06,13,0
15.64,38.55,31.7,4,0
30.05,25.72,17.23,14,1
13.26,52.42,18.15,22,0
39.7,70.39,12.42,11,2
37.91,91.79,43.23,11,2
17.83,78.89,56.37,23,0
29.81,41.11,9.19,11,1
30.08,48.53,11.78,14,1
36.1,61.44,34.08,12,2
34.71,38.39,50.05,13,2
41.8,83.31,16.99,11,2
22.53,36.76,23.48,18,0
15.74,45.3,21.22,23,0
29.2,65.43,30.75,14,1
34.92,33.63,20.82,12,2
20.57,68.72,28.1,21,0
19.09,91.1,49.53,20,0
36.07,73.41,42.83,11,2
34.61,81.89,12.63,14,2
18.1,55.69,44.35,5,0
38.08,50.57,35.19,13,2
16.04,48.0,61.27,22,0
15.28,71.23,24.49,2,0
22.53,61.3,49.39,19,0
38.6,58.06,49.66,11,2
32.86,32.05,20.63,11,2
23.84,72.14,59.48,9,0
16.72,75.78,36.0,22,0
33.4,38.73,46.7,14,2
29.97,78.18,16.31,16,1
41.63,86.56,22.69,12,2
34.97,37.22,41.41,13,2
15.06,56.64,26.18,21,0
33.85,86.33,36.48,11,2
19.72,59.11,29.32,22,0
40.86,82.07,44.51,11,2
12.58,40.1,35.77,22,0
19.15,29.48,8.26,20,0
26.97,29.16,45.03,8,0
14.37,93.06,32.06,4,0
22.32,36.53,27.48,18,0
26.92,85.54,13.37,8,1
25.41,47.1,20.56,6,1
25.82,27.81,20.76,19,0
38.37,41.87,61.32,12,2
27.16,60.38,32.65,8,1
40.23,32.47,10.4,12,2
16.43,89.55,15.91,22,0
20.41,87.99,12.5,22,0
31.7,35.44,41.57,14,0
20.49,76.6,18.64,3,0
22.42,57.25,36.42,16,0
39.03,93.75,29.09,11,2
28.16,28.88,53.82,16,0
22.04,57.97,26.27,7,1
35.3,44.98,34.12,13,2
14.12,75.85,49.11,21,0
28.91,32.78,32.7,12,1
14.99,68.97,53.21,2,0
17.31,91.36,45.72,0,0
13.87,56.77,31.4,3,0
39.05,56.8,36.73,13,2
13.45,59.7,63.13,21,0
27.49,54.1,45.71,19,0
18.75,56.32,59.58,21,0
23.51,57.43,18.19,17,1
26.81,94.86,35.54,8,0
25.5,33.15,59.79,6,0
34.44,44.97,26.39,13,2
39.36,39.76,63.16,13,2
21.01,63.09,13.53,20,0
12.74,25.2,59.45,23,0
38.82,89.48,33.38,12,2
41.36,62.18,12.2,13,2
25.0,87.73,58.13,18,0
25.67,49.15,22.36,17,1
16.32,35.5,9.27,23,0
26.27,38.46,15.74,16,1
21.1,57.95,45.57,22,0
41.83,27.82,63.74,14,2
17.55,79.73,14.35,5,0
23.36,80.34,34.33,19,0
30.5,74.14,18.3,13,1
22.35,87.74,50.47,19,0
26.23,63.46,14.73,7,1
41.2,58.55,21.67,11,2
27.24,62.04,19.2,7,1
39.31,37.74,39.49,11,2
13.29,60.86,57.77,3,0
15.59,62.92,37.13,20,0
40.34,78.52,11.32,13,2
15.86,49.35,40.11,22,0
34.1,31.46,53.46,12,2
25.38,66.82,15.53,8,1
24.2,80.16,12.14,8,1
31.78,92.87,18.71,12,1
33.83,31.32,50.53,12,2
39.96,77.24,41.73,12,2
19.71,66.71,38.81,20,0
32.94,26.07,22.22,12,2
22.27,75.28,26.94,19,0
33.53,26.83,63.06,14,2
16.26,79.97,21.72,22,0
25.73,75.49,59.39,7,0
17.51,73.15,41.09,4,0
22.09,33.4,15.03,9,1
33.47,89.33,34.64,11,2
19.0,87.92,62.07,4,0
32.55,88.02,31.86,12,2
26.88,50.23,57.21,16,0
14.76,59.45,22.62,23,0
23.6,33.04,40.54,19,0
38.08,28.58,56.1,12,2
41.68,29.11,60.48,13,2
23.07,64.81,35.69,7,0
13.65,47.5,44.46,23,0
15.91,65.57,8.17,1,0
35.64,66.49,22.43,11,2
31.67,88.49,23.89,16,1
20.55,86.76,13.33,21,0
23.74,75.3,23.94,7,1
36.33,82.3,26.3,12,2
24.39,25.22,63.22,9,0
34.67,26.09,46.11,14,2
20.86,57.1,32.28,21,0
33.74,70.76,64.32,12,2
25.99,80.59,16.73,17,1
28.36,56.31,35.13,14,0
29.96,90.81,44.88,13,0
25.52,82.05,11.17,8,1
25.98,32.19,48.87,9,0
19.97,55.81,13.69,20,0
41.57,94.64,16.0,12,2
39.17,53.7,17.1,12,2
27.82,52.04,60.95,16,0
13.04,45.59,46.94,23,0
17.05,59.05,45.36,21,0
37.62,76.09,39.66,12,2
39.92,28.32,24.69,12,2
16.84,83.5,43.39,4,0
34.04,89.23,31.38,12,2
30.69,79.68,16.29,13,1
21.1,89.09,47.31,20,0
25.08,31.64,15.39,17,1
32.32,56.51,18.87,14,2
15.04,29.97,54.61,22,0
